"fips","state","county","lat","lng","month.index","type","cases"
23027,"ME","waldo county",44.5028,-69.1454,4,"captive wild bird",1
23027,"ME","waldo county",44.5028,-69.1454,4,"non-poultry",50
23027,"ME","waldo county",44.5028,-69.1454,7,"captive wild bird",2
23029,"ME","washington county",45.0307,-67.6287,11,"non-poultry",90
23029,"ME","washington county",45.0307,-67.6287,2,"wild bird",6
23029,"ME","washington county",45.0307,-67.6287,3,"non-poultry",20
23029,"ME","washington county",45.0307,-67.6287,7,"wild bird",2
23029,"ME","washington county",45.0307,-67.6287,8,"wild bird",1
23031,"ME","york county",43.4782,-70.7144,11,"wild bird",9
23031,"ME","york county",43.4782,-70.7144,3,"non-poultry",250
23031,"ME","york county",43.4782,-70.7144,3,"wild bird",1
23031,"ME","york county",43.4782,-70.7144,4,"wild bird",1
23031,"ME","york county",43.4782,-70.7144,7,"wild bird",2
23031,"ME","york county",43.4782,-70.7144,8,"wild bird",1
26003,"MI","alger county",46.4086,-86.604,6,"wild bird",1
26005,"MI","allegan county",42.5913,-85.8884,10,"wild bird",1
26005,"MI","allegan county",42.5913,-85.8884,5,"wild bird",1
26007,"MI","alpena county",45.0348,-83.6277,5,"wild bird",2
26007,"MI","alpena county",45.0348,-83.6277,6,"wild bird",1
26009,"MI","antrim county",44.9991,-85.1403,4,"wild bird",1
26009,"MI","antrim county",44.9991,-85.1403,9,"wild bird",1
26011,"MI","arenac county",44.0656,-83.8952,5,"wild bird",1
26013,"MI","baraga county",46.6626,-88.3652,11,"wild bird",1
26013,"MI","baraga county",46.6626,-88.3652,6,"wild bird",1
26017,"MI","bay county",43.7074,-83.9921,10,"wild bird",6
26017,"MI","bay county",43.7074,-83.9921,4,"wild bird",6
26019,"MI","benzie county",44.6387,-86.0155,5,"wild bird",1
26021,"MI","berrien county",41.9547,-86.4123,5,"wild bird",1
26023,"MI","branch county",41.9161,-85.059,4,"non-poultry",20
26023,"MI","branch county",41.9161,-85.059,7,"wild bird",1
26027,"MI","cass county",41.9154,-85.9935,7,"wild bird",1
26029,"MI","charlevoix county",45.3014,-85.1259,5,"wild bird",1
26029,"MI","charlevoix county",45.3014,-85.1259,6,"wild bird",2
26031,"MI","cheboygan county",45.4463,-84.4999,5,"wild bird",1
26033,"MI","chippewa county",46.3053,-84.578,4,"wild bird",1
26033,"MI","chippewa county",46.3053,-84.578,5,"wild bird",2
26037,"MI","clinton county",42.9437,-84.6015,12,"wild bird",1
26037,"MI","clinton county",42.9437,-84.6015,4,"wild bird",1
26037,"MI","clinton county",42.9437,-84.6015,9,"wild bird",2
26039,"MI","crawford county",44.6836,-84.6103,3,"wild bird",1
26041,"MI","delta county",45.9192,-86.9241,10,"wild bird",1
26041,"MI","delta county",45.9192,-86.9241,5,"wild bird",1
26041,"MI","delta county",45.9192,-86.9241,6,"wild bird",3
26041,"MI","delta county",45.9192,-86.9241,8,"wild bird",1
26041,"MI","delta county",45.9192,-86.9241,9,"wild bird",1
26043,"MI","dickinson county",46.0092,-87.8703,5,"wild bird",1
26043,"MI","dickinson county",46.0092,-87.8703,6,"wild bird",1
26045,"MI","eaton county",42.5961,-84.8383,12,"wild bird",1
26045,"MI","eaton county",42.5961,-84.8383,5,"captive wild bird",4
26045,"MI","eaton county",42.5961,-84.8383,6,"wild bird",2
26045,"MI","eaton county",42.5961,-84.8383,9,"captive wild bird",1
26049,"MI","genesee county",43.0217,-83.7067,10,"non-poultry",20
26051,"MI","gladwin county",43.9907,-84.3883,4,"wild bird",1
26051,"MI","gladwin county",43.9907,-84.3883,5,"wild bird",1
26053,"MI","gogebic county",46.4087,-89.6944,6,"wild bird",1
26055,"MI","grand traverse county",44.6688,-85.5605,10,"captive wild bird",1
26055,"MI","grand traverse county",44.6688,-85.5605,10,"wild bird",1
26055,"MI","grand traverse county",44.6688,-85.5605,5,"captive wild bird",1
26055,"MI","grand traverse county",44.6688,-85.5605,5,"wild bird",2
26055,"MI","grand traverse county",44.6688,-85.5605,6,"wild bird",3
26055,"MI","grand traverse county",44.6688,-85.5605,7,"wild bird",1
26055,"MI","grand traverse county",44.6688,-85.5605,9,"captive wild bird",1
26059,"MI","hillsdale county",41.8878,-84.5929,4,"wild bird",1
26059,"MI","hillsdale county",41.8878,-84.5929,9,"wild bird",1
26061,"MI","houghton county",46.8978,-88.6875,11,"wild bird",1
26063,"MI","huron county",43.8333,-83.019,6,"wild bird",1
26065,"MI","ingham county",42.5971,-84.3735,8,"wild bird",16
26065,"MI","ingham county",42.5971,-84.3735,9,"poultry",20
26065,"MI","ingham county",42.5971,-84.3735,9,"wild bird",13
26067,"MI","ionia county",42.9451,-85.0746,9,"wild bird",3
26069,"MI","iosco county",44.3559,-83.6359,4,"wild bird",2
26069,"MI","iosco county",44.3559,-83.6359,6,"wild bird",2
26071,"MI","iron county",46.2087,-88.5306,12,"wild bird",1
26071,"MI","iron county",46.2087,-88.5306,5,"wild bird",1
26077,"MI","kalamazoo county",42.2455,-85.5312,2,"non-poultry",30
26077,"MI","kalamazoo county",42.2455,-85.5312,3,"captive wild bird",2
26077,"MI","kalamazoo county",42.2455,-85.5312,6,"wild bird",1
26077,"MI","kalamazoo county",42.2455,-85.5312,9,"wild bird",2
26081,"MI","kent county",43.0322,-85.5493,4,"wild bird",1
26081,"MI","kent county",43.0322,-85.5493,9,"wild bird",1
26087,"MI","lapeer county",43.0901,-83.2218,10,"poultry",140
26087,"MI","lapeer county",43.0901,-83.2218,11,"poultry",990
26093,"MI","livingston county",42.6029,-83.9115,4,"non-poultry",20
26093,"MI","livingston county",42.6029,-83.9115,4,"wild bird",1
26097,"MI","mackinac county",46.0805,-85.0867,6,"wild bird",3
26097,"MI","mackinac county",46.0805,-85.0867,8,"wild bird",1
26097,"MI","mackinac county",46.0805,-85.0867,9,"wild bird",1
26099,"MI","macomb county",42.6957,-82.9323,3,"non-poultry",70
26099,"MI","macomb county",42.6957,-82.9323,3,"wild bird",2
26099,"MI","macomb county",42.6957,-82.9323,4,"non-poultry",40
26099,"MI","macomb county",42.6957,-82.9323,6,"wild bird",1
26099,"MI","macomb county",42.6957,-82.9323,9,"non-poultry",40
26099,"MI","macomb county",42.6957,-82.9323,9,"wild bird",1
26101,"MI","manistee county",44.333,-86.0568,5,"wild bird",1
26101,"MI","manistee county",44.333,-86.0568,6,"wild bird",1
26105,"MI","mason county",43.9952,-86.25,6,"wild bird",2
26107,"MI","mecosta county",43.6408,-85.3246,8,"wild bird",1
26109,"MI","menominee county",45.5801,-87.5566,4,"non-poultry",140
26109,"MI","menominee county",45.5801,-87.5566,4,"poultry",350
26109,"MI","menominee county",45.5801,-87.5566,5,"wild bird",1
26111,"MI","midland county",43.6468,-84.3881,10,"wild bird",1
26111,"MI","midland county",43.6468,-84.3881,6,"wild bird",1
26113,"MI","missaukee county",44.3374,-85.0947,6,"wild bird",2
26115,"MI","monroe county",41.9291,-83.5394,11,"wild bird",2
26115,"MI","monroe county",41.9291,-83.5394,3,"captive wild bird",1
26115,"MI","monroe county",41.9291,-83.5394,3,"wild bird",1
26119,"MI","montmorency county",45.0276,-84.1272,5,"wild bird",2
26121,"MI","muskegon county",43.2912,-86.152,5,"poultry",35100
26121,"MI","muskegon county",43.2912,-86.152,6,"wild bird",2
26123,"MI","newaygo county",43.5542,-85.8009,11,"wild bird",1
26123,"MI","newaygo county",43.5542,-85.8009,9,"wild bird",1
26125,"MI","oakland county",42.6604,-83.3858,4,"wild bird",5
26125,"MI","oakland county",42.6604,-83.3858,5,"non-poultry",50
26129,"MI","ogemaw county",44.3349,-84.1264,6,"wild bird",1
26131,"MI","ontonagon county",46.6644,-89.3148,6,"wild bird",1
26133,"MI","osceola county",43.9898,-85.3252,6,"wild bird",1
26137,"MI","otsego county",45.0214,-84.599,3,"wild bird",1
26137,"MI","otsego county",45.0214,-84.599,6,"wild bird",1
26139,"MI","ottawa county",42.9598,-85.9961,6,"wild bird",1
26139,"MI","ottawa county",42.9598,-85.9961,9,"wild bird",5
26141,"MI","presque isle county",45.3401,-83.918,4,"wild bird",1
26141,"MI","presque isle county",45.3401,-83.918,5,"wild bird",1
26143,"MI","roscommon county",44.3356,-84.6116,4,"wild bird",1
26143,"MI","roscommon county",44.3356,-84.6116,6,"wild bird",3
26145,"MI","saginaw county",43.335,-84.0532,4,"non-poultry",80
26145,"MI","saginaw county",43.335,-84.0532,4,"wild bird",1
26145,"MI","saginaw county",43.335,-84.0532,5,"wild bird",3
26145,"MI","saginaw county",43.335,-84.0532,6,"wild bird",2
26151,"MI","sanilac county",43.4236,-82.8203,12,"non-poultry",30
26153,"MI","schoolcraft county",46.1966,-86.1995,4,"wild bird",1
26155,"MI","shiawassee county",42.9537,-84.1467,4,"wild bird",1
26147,"MI","st. clair county",42.9341,-82.6806,10,"wild bird",5
26147,"MI","st. clair county",42.9341,-82.6806,3,"wild bird",23
26157,"MI","tuscola county",43.4641,-83.4167,10,"poultry",140
26157,"MI","tuscola county",43.4641,-83.4167,4,"wild bird",3
26161,"MI","washtenaw county",42.2532,-83.8388,9,"wild bird",1
26163,"MI","wayne county",42.2819,-83.2822,6,"wild bird",1
26165,"MI","wexford county",44.3384,-85.5784,4,"poultry",70
26165,"MI","wexford county",44.3384,-85.5784,5,"wild bird",1
27001,"MN","aitkin county",46.6083,-93.4154,10,"wild bird",1
27001,"MN","aitkin county",46.6083,-93.4154,5,"wild bird",2
27003,"MN","anoka county",45.2733,-93.2465,10,"wild bird",1
27003,"MN","anoka county",45.2733,-93.2465,11,"captive wild bird",1
27003,"MN","anoka county",45.2733,-93.2465,13,"captive wild bird",1
27003,"MN","anoka county",45.2733,-93.2465,4,"captive wild bird",9
27003,"MN","anoka county",45.2733,-93.2465,4,"wild bird",15
27003,"MN","anoka county",45.2733,-93.2465,5,"captive wild bird",11
27003,"MN","anoka county",45.2733,-93.2465,5,"non-poultry",10
27003,"MN","anoka county",45.2733,-93.2465,6,"captive wild bird",1
27003,"MN","anoka county",45.2733,-93.2465,9,"captive wild bird",4
27005,"MN","becker county",46.9346,-95.674,4,"poultry",44700
27005,"MN","becker county",46.9346,-95.674,5,"non-poultry",40
27005,"MN","becker county",46.9346,-95.674,9,"poultry",17100
27007,"MN","beltrami county",47.9738,-94.9377,5,"wild bird",4
27009,"MN","benton county",45.6991,-93.9988,4,"non-poultry",137
27011,"MN","big stone county",45.4261,-96.4109,10,"captive wild bird",1
27011,"MN","big stone county",45.4261,-96.4109,10,"wild bird",7
27011,"MN","big stone county",45.4261,-96.4109,4,"poultry",49500
27013,"MN","blue earth county",44.0346,-94.067,10,"captive wild bird",1
27013,"MN","blue earth county",44.0346,-94.067,4,"poultry",49100
27013,"MN","blue earth county",44.0346,-94.067,4,"wild bird",1
27015,"MN","brown county",44.2421,-94.7276,5,"wild bird",1
27015,"MN","brown county",44.2421,-94.7276,9,"poultry",86700
27017,"MN","carlton county",46.5924,-92.677,10,"wild bird",3
27017,"MN","carlton county",46.5924,-92.677,5,"wild bird",1
27019,"MN","carver county",44.8207,-93.8026,4,"captive wild bird",1
27019,"MN","carver county",44.8207,-93.8026,4,"non-poultry",20
27019,"MN","carver county",44.8207,-93.8026,4,"wild bird",2
27019,"MN","carver county",44.8207,-93.8026,5,"captive wild bird",4
27019,"MN","carver county",44.8207,-93.8026,5,"non-poultry",30
27019,"MN","carver county",44.8207,-93.8026,6,"captive wild bird",1
27021,"MN","cass county",46.9496,-94.3254,10,"wild bird",1
27021,"MN","cass county",46.9496,-94.3254,11,"captive wild bird",1
27021,"MN","cass county",46.9496,-94.3254,4,"captive wild bird",1
27021,"MN","cass county",46.9496,-94.3254,4,"wild bird",1
27021,"MN","cass county",46.9496,-94.3254,5,"captive wild bird",2
27021,"MN","cass county",46.9496,-94.3254,6,"wild bird",14
27023,"MN","chippewa county",45.0223,-95.5667,4,"wild bird",1
27025,"MN","chisago county",45.5025,-92.9084,10,"wild bird",2
27025,"MN","chisago county",45.5025,-92.9084,4,"captive wild bird",1
27025,"MN","chisago county",45.5025,-92.9084,4,"non-poultry",90
27025,"MN","chisago county",45.5025,-92.9084,4,"wild bird",1
27025,"MN","chisago county",45.5025,-92.9084,5,"captive wild bird",6
27025,"MN","chisago county",45.5025,-92.9084,5,"non-poultry",70
27025,"MN","chisago county",45.5025,-92.9084,5,"poultry",160
27025,"MN","chisago county",45.5025,-92.9084,5,"wild bird",1
27027,"MN","clay county",46.8923,-96.4907,5,"non-poultry",20
27027,"MN","clay county",46.8923,-96.4907,5,"wild bird",1
27031,"MN","cook county",47.9026,-90.5351,6,"wild bird",1
27035,"MN","crow wing county",46.4824,-94.0709,11,"wild bird",5
27035,"MN","crow wing county",46.4824,-94.0709,5,"captive wild bird",2
27035,"MN","crow wing county",46.4824,-94.0709,5,"poultry",150
27035,"MN","crow wing county",46.4824,-94.0709,5,"wild bird",3
27035,"MN","crow wing county",46.4824,-94.0709,6,"captive wild bird",2
27035,"MN","crow wing county",46.4824,-94.0709,9,"captive wild bird",1
27037,"MN","dakota county",44.6719,-93.0654,11,"captive wild bird",2
27037,"MN","dakota county",44.6719,-93.0654,12,"captive wild bird",1
27037,"MN","dakota county",44.6719,-93.0654,3,"captive wild bird",1
27037,"MN","dakota county",44.6719,-93.0654,3,"wild bird",1
27037,"MN","dakota county",44.6719,-93.0654,4,"captive wild bird",8
27037,"MN","dakota county",44.6719,-93.0654,5,"captive wild bird",7
27037,"MN","dakota county",44.6719,-93.0654,5,"poultry",54400
27037,"MN","dakota county",44.6719,-93.0654,9,"captive wild bird",2
27039,"MN","dodge county",44.0226,-92.862,12,"poultry",10000
27039,"MN","dodge county",44.0226,-92.862,4,"poultry",20000
27041,"MN","douglas county",45.9338,-95.4535,5,"wild bird",1
27043,"MN","faribault county",43.6739,-93.948,5,"captive wild bird",1
27045,"MN","fillmore county",43.674,-92.0902,4,"wild bird",1
27047,"MN","freeborn county",43.6738,-93.3488,4,"wild bird",1
27047,"MN","freeborn county",43.6738,-93.3488,5,"wild bird",1
27047,"MN","freeborn county",43.6738,-93.3488,9,"non-poultry",320
27049,"MN","goodhue county",44.4097,-92.7229,4,"captive wild bird",4
27049,"MN","goodhue county",44.4097,-92.7229,5,"captive wild bird",2
27049,"MN","goodhue county",44.4097,-92.7229,9,"non-poultry",80
27051,"MN","grant county",45.934,-96.0122,4,"wild bird",1
27051,"MN","grant county",45.934,-96.0122,5,"non-poultry",310
27053,"MN","hennepin county",45.0045,-93.477,10,"captive wild bird",4
27053,"MN","hennepin county",45.0045,-93.477,10,"wild bird",10
27053,"MN","hennepin county",45.0045,-93.477,12,"captive wild bird",1
27053,"MN","hennepin county",45.0045,-93.477,13,"captive wild bird",1
27053,"MN","hennepin county",45.0045,-93.477,13,"wild bird",4
27053,"MN","hennepin county",45.0045,-93.477,4,"captive wild bird",22
27053,"MN","hennepin county",45.0045,-93.477,4,"wild bird",3
27053,"MN","hennepin county",45.0045,-93.477,5,"captive wild bird",23
27053,"MN","hennepin county",45.0045,-93.477,6,"captive wild bird",1
27053,"MN","hennepin county",45.0045,-93.477,8,"wild bird",3
27053,"MN","hennepin county",45.0045,-93.477,9,"captive wild bird",6
27053,"MN","hennepin county",45.0045,-93.477,9,"non-poultry",10
27053,"MN","hennepin county",45.0045,-93.477,9,"wild bird",2
27055,"MN","houston county",43.6714,-91.4929,4,"wild bird",1
27055,"MN","houston county",43.6714,-91.4929,6,"captive wild bird",1
27057,"MN","hubbard county",47.1086,-94.9167,5,"captive wild bird",1
27057,"MN","hubbard county",47.1086,-94.9167,5,"wild bird",1
27057,"MN","hubbard county",47.1086,-94.9167,6,"captive wild bird",1
27059,"MN","isanti county",45.5615,-93.2951,4,"captive wild bird",1
27059,"MN","isanti county",45.5615,-93.2951,4,"wild bird",1
27059,"MN","isanti county",45.5615,-93.2951,5,"captive wild bird",1
27059,"MN","isanti county",45.5615,-93.2951,9,"non-poultry",4
27061,"MN","itasca county",47.5095,-93.6319,10,"non-poultry",40
27061,"MN","itasca county",47.5095,-93.6319,4,"wild bird",1
27065,"MN","kanabec county",45.9452,-93.2934,10,"wild bird",2
27065,"MN","kanabec county",45.9452,-93.2934,9,"captive wild bird",1
27067,"MN","kandiyohi county",45.1524,-95.0047,3,"poultry",39500
27067,"MN","kandiyohi county",45.1524,-95.0047,3,"wild bird",1
27067,"MN","kandiyohi county",45.1524,-95.0047,4,"captive wild bird",1
27067,"MN","kandiyohi county",45.1524,-95.0047,4,"poultry",239700
27067,"MN","kandiyohi county",45.1524,-95.0047,5,"poultry",4700
27069,"MN","kittson county",48.7766,-96.7829,5,"wild bird",1
27073,"MN","lac qui parle county",44.9955,-96.1735,3,"poultry",22500
27079,"MN","le sueur county",44.3714,-93.7301,10,"poultry",20100
27079,"MN","le sueur county",44.3714,-93.7301,4,"poultry",57400
27079,"MN","le sueur county",44.3714,-93.7301,5,"captive wild bird",2
27081,"MN","lincoln county",44.4126,-96.2671,12,"wild bird",2
27083,"MN","lyon county",44.4135,-95.839,4,"wild bird",2
27083,"MN","lyon county",44.4135,-95.839,5,"poultry",120300
27083,"MN","lyon county",44.4135,-95.839,9,"captive wild bird",1
27087,"MN","mahnomen county",47.3253,-95.8091,4,"wild bird",1
27089,"MN","marshall county",48.3581,-96.3685,10,"wild bird",52
27089,"MN","marshall county",48.3581,-96.3685,11,"wild bird",4
27089,"MN","marshall county",48.3581,-96.3685,7,"wild bird",1
27089,"MN","marshall county",48.3581,-96.3685,9,"wild bird",25
27091,"MN","martin county",43.6744,-94.5511,4,"captive wild bird",1
27085,"MN","mcleod county",44.8236,-94.2724,10,"captive wild bird",1
27085,"MN","mcleod county",44.8236,-94.2724,4,"wild bird",1
27085,"MN","mcleod county",44.8236,-94.2724,5,"captive wild bird",1
27093,"MN","meeker county",45.1231,-94.5273,3,"poultry",287500
27093,"MN","meeker county",45.1231,-94.5273,4,"poultry",254700
27093,"MN","meeker county",45.1231,-94.5273,5,"captive wild bird",1
27093,"MN","meeker county",45.1231,-94.5273,8,"poultry",178400
27093,"MN","meeker county",45.1231,-94.5273,9,"poultry",95600
27095,"MN","mille lacs county",45.938,-93.6301,4,"captive wild bird",1
27095,"MN","mille lacs county",45.938,-93.6301,5,"captive wild bird",1
27095,"MN","mille lacs county",45.938,-93.6301,5,"wild bird",1
27095,"MN","mille lacs county",45.938,-93.6301,7,"captive wild bird",1
27097,"MN","morrison county",46.0126,-94.2684,3,"poultry",52600
27097,"MN","morrison county",46.0126,-94.2684,4,"captive wild bird",1
27097,"MN","morrison county",46.0126,-94.2684,4,"non-poultry",50
27097,"MN","morrison county",46.0126,-94.2684,4,"poultry",624900
27097,"MN","morrison county",46.0126,-94.2684,5,"captive wild bird",2
27097,"MN","morrison county",46.0126,-94.2684,9,"captive wild bird",1
27097,"MN","morrison county",46.0126,-94.2684,9,"poultry",50200
27099,"MN","mower county",43.6715,-92.7525,3,"non-poultry",20
27101,"MN","murray county",44.0221,-95.7633,5,"wild bird",1
27103,"MN","nicollet county",44.3499,-94.2474,4,"wild bird",3
27103,"MN","nicollet county",44.3499,-94.2474,5,"captive wild bird",1
27103,"MN","nicollet county",44.3499,-94.2474,6,"wild bird",1
27103,"MN","nicollet county",44.3499,-94.2474,9,"wild bird",3
27105,"MN","nobles county",43.6742,-95.7534,5,"wild bird",1
27109,"MN","olmsted county",44.0038,-92.4018,5,"captive wild bird",2
27109,"MN","olmsted county",44.0038,-92.4018,5,"wild bird",3
27111,"MN","otter tail county",46.4088,-95.708,11,"poultry",28200
27111,"MN","otter tail county",46.4088,-95.708,4,"poultry",122600
27111,"MN","otter tail county",46.4088,-95.708,5,"captive wild bird",1
27111,"MN","otter tail county",46.4088,-95.708,9,"poultry",13800
27115,"MN","pine county",46.1208,-92.7413,4,"wild bird",1
27115,"MN","pine county",46.1208,-92.7413,5,"captive wild bird",2
27119,"MN","polk county",47.7739,-96.4018,5,"captive wild bird",2
27119,"MN","polk county",47.7739,-96.4018,5,"non-poultry",50
27119,"MN","polk county",47.7739,-96.4018,5,"wild bird",2
27121,"MN","pope county",45.586,-95.4445,10,"non-poultry",30
27121,"MN","pope county",45.586,-95.4445,4,"wild bird",1
27123,"MN","ramsey county",45.0171,-93.0996,10,"captive wild bird",5
27123,"MN","ramsey county",45.0171,-93.0996,11,"captive wild bird",2
27123,"MN","ramsey county",45.0171,-93.0996,12,"captive wild bird",1
27123,"MN","ramsey county",45.0171,-93.0996,3,"captive wild bird",1
27123,"MN","ramsey county",45.0171,-93.0996,4,"captive wild bird",23
27123,"MN","ramsey county",45.0171,-93.0996,5,"captive wild bird",33
27123,"MN","ramsey county",45.0171,-93.0996,5,"wild bird",1
27123,"MN","ramsey county",45.0171,-93.0996,7,"captive wild bird",1
27123,"MN","ramsey county",45.0171,-93.0996,9,"captive wild bird",16
27125,"MN","red lake county",47.8717,-96.0953,5,"wild bird",1
27127,"MN","redwood county",44.4037,-95.2538,12,"non-poultry",40
27129,"MN","renville county",44.7268,-94.9471,4,"poultry",76400
27131,"MN","rice county",44.3543,-93.2967,11,"captive wild bird",1
27131,"MN","rice county",44.3543,-93.2967,4,"non-poultry",90
27131,"MN","rice county",44.3543,-93.2967,5,"captive wild bird",2
27135,"MN","roseau county",48.7751,-95.8108,10,"wild bird",2
27135,"MN","roseau county",48.7751,-95.8108,5,"wild bird",1
27135,"MN","roseau county",48.7751,-95.8108,6,"captive wild bird",1
27135,"MN","roseau county",48.7751,-95.8108,9,"poultry",116000
27139,"MN","scott county",44.6485,-93.5359,10,"captive wild bird",2
27139,"MN","scott county",44.6485,-93.5359,10,"wild bird",3
27139,"MN","scott county",44.6485,-93.5359,12,"captive wild bird",4
27139,"MN","scott county",44.6485,-93.5359,4,"captive wild bird",2
27139,"MN","scott county",44.6485,-93.5359,4,"wild bird",1
27139,"MN","scott county",44.6485,-93.5359,5,"captive wild bird",1
27141,"MN","sherburne county",45.4439,-93.7746,4,"captive wild bird",2
27141,"MN","sherburne county",45.4439,-93.7746,5,"captive wild bird",3
27137,"MN","st. louis county",47.6032,-92.4707,10,"wild bird",1
27137,"MN","st. louis county",47.6032,-92.4707,5,"wild bird",2
27137,"MN","st. louis county",47.6032,-92.4707,9,"captive wild bird",1
27145,"MN","stearns county",45.5521,-94.613,10,"poultry",75000
27145,"MN","stearns county",45.5521,-94.613,10,"wild bird",8
27145,"MN","stearns county",45.5521,-94.613,11,"poultry",8500
27145,"MN","stearns county",45.5521,-94.613,3,"non-poultry",150
27145,"MN","stearns county",45.5521,-94.613,3,"poultry",23500
27145,"MN","stearns county",45.5521,-94.613,4,"captive wild bird",1
27145,"MN","stearns county",45.5521,-94.613,4,"poultry",253500
27145,"MN","stearns county",45.5521,-94.613,9,"poultry",134000
27147,"MN","steele county",44.0223,-93.226,5,"wild bird",2
27151,"MN","swift county",45.2827,-95.6815,10,"poultry",79400
27151,"MN","swift county",45.2827,-95.6815,4,"non-poultry",20
27151,"MN","swift county",45.2827,-95.6815,4,"poultry",289900
27153,"MN","todd county",46.0706,-94.8976,11,"poultry",44500
27153,"MN","todd county",46.0706,-94.8976,4,"poultry",117100
27153,"MN","todd county",46.0706,-94.8976,5,"captive wild bird",1
27153,"MN","todd county",46.0706,-94.8976,5,"non-poultry",50
27153,"MN","todd county",46.0706,-94.8976,9,"non-poultry",50
27159,"MN","wadena county",46.5857,-94.9694,12,"poultry",298100
27159,"MN","wadena county",46.5857,-94.9694,5,"wild bird",1
27161,"MN","waseca county",44.0221,-93.5873,4,"poultry",63700
27163,"MN","washington county",45.0388,-92.8838,10,"captive wild bird",1
27163,"MN","washington county",45.0388,-92.8838,11,"captive wild bird",1
27163,"MN","washington county",45.0388,-92.8838,13,"captive wild bird",1
27163,"MN","washington county",45.0388,-92.8838,4,"captive wild bird",4
27163,"MN","washington county",45.0388,-92.8838,4,"wild bird",2
27163,"MN","washington county",45.0388,-92.8838,5,"captive wild bird",14
27165,"MN","watonwan county",43.9784,-94.6141,5,"wild bird",1
27167,"MN","wilkin county",46.357,-96.4683,4,"wild bird",2
27169,"MN","winona county",43.9868,-91.7792,5,"captive wild bird",1
27169,"MN","winona county",43.9868,-91.7792,5,"wild bird",3
27171,"MN","wright county",45.1739,-93.9631,10,"wild bird",12
27171,"MN","wright county",45.1739,-93.9631,11,"captive wild bird",3
27171,"MN","wright county",45.1739,-93.9631,4,"captive wild bird",2
27171,"MN","wright county",45.1739,-93.9631,4,"wild bird",1
27171,"MN","wright county",45.1739,-93.9631,6,"captive wild bird",1
27171,"MN","wright county",45.1739,-93.9631,6,"wild bird",3
27173,"MN","yellow medicine county",44.7163,-95.8684,4,"poultry",94300
29011,"MO","barton county",37.5023,-94.3471,4,"wild bird",1
29013,"MO","bates county",38.2573,-94.34,12,"non-poultry",30
29013,"MO","bates county",38.2573,-94.34,12,"wild bird",2
29013,"MO","bates county",38.2573,-94.34,3,"non-poultry",50
29017,"MO","bollinger county",37.3222,-90.0259,12,"wild bird",1
29019,"MO","boone county",38.9906,-92.3097,12,"wild bird",2
29021,"MO","buchanan county",39.6598,-94.8059,3,"wild bird",2
29021,"MO","buchanan county",39.6598,-94.8059,4,"wild bird",1
29027,"MO","callaway county",38.8355,-91.926,4,"wild bird",1
29041,"MO","chariton county",39.5151,-92.9626,10,"wild bird",18
29041,"MO","chariton county",39.5151,-92.9626,11,"wild bird",15
29041,"MO","chariton county",39.5151,-92.9626,3,"wild bird",25
29041,"MO","chariton county",39.5151,-92.9626,4,"wild bird",3
29047,"MO","clay county",39.3105,-94.4209,13,"wild bird",1
29047,"MO","clay county",39.3105,-94.4209,3,"wild bird",1
29047,"MO","clay county",39.3105,-94.4209,4,"wild bird",1
29057,"MO","dade county",37.432,-93.8503,12,"non-poultry",30
29057,"MO","dade county",37.432,-93.8503,4,"poultry",14000
29069,"MO","dunklin county",36.2721,-90.0909,12,"wild bird",3
29071,"MO","franklin county",38.4111,-91.075,12,"wild bird",2
29075,"MO","gentry county",40.2121,-94.4099,3,"non-poultry",140
29075,"MO","gentry county",40.2121,-94.4099,4,"wild bird",1
29081,"MO","harrison county",40.3547,-93.9921,12,"non-poultry",30
29087,"MO","holt county",40.0944,-95.2155,12,"wild bird",3
29087,"MO","holt county",40.0944,-95.2155,3,"wild bird",3
29087,"MO","holt county",40.0944,-95.2155,4,"wild bird",1
29089,"MO","howard county",39.1425,-92.6963,4,"wild bird",1
29091,"MO","howell county",36.774,-91.8865,12,"wild bird",1
29095,"MO","jackson county",39.0085,-94.3461,10,"non-poultry",40
29095,"MO","jackson county",39.0085,-94.3461,11,"wild bird",4
29095,"MO","jackson county",39.0085,-94.3461,12,"non-poultry",30
29095,"MO","jackson county",39.0085,-94.3461,4,"wild bird",2
29097,"MO","jasper county",37.2035,-94.3406,3,"poultry",25000
29097,"MO","jasper county",37.2035,-94.3406,4,"poultry",35300
29101,"MO","johnson county",38.7441,-93.8064,13,"non-poultry",30
29109,"MO","lawrence county",37.1064,-93.8329,3,"poultry",37800
29109,"MO","lawrence county",37.1064,-93.8329,4,"poultry",27600
29111,"MO","lewis county",40.0969,-91.7221,4,"wild bird",1
29113,"MO","lincoln county",39.058,-90.96,4,"wild bird",1
29131,"MO","miller county",38.2145,-92.4284,4,"wild bird",1
29135,"MO","moniteau county",38.6328,-92.5831,12,"wild bird",1
29137,"MO","monroe county",39.4955,-92.0007,4,"wild bird",1
29143,"MO","new madrid county",36.5946,-89.6517,12,"wild bird",1
29147,"MO","nodaway county",40.3608,-94.8834,12,"wild bird",1
29151,"MO","osage county",38.4604,-91.8618,12,"poultry",19700
29155,"MO","pemiscot county",36.2114,-89.7854,12,"wild bird",1
29157,"MO","perry county",37.7072,-89.8244,12,"wild bird",1
29159,"MO","pettis county",38.7283,-93.2851,3,"wild bird",1
