fips,state,county,lat,lng,month.index,type,avg.temp,cases,binary.case
55039,WI,fond du lac county,43.7536,-88.4882,12,poultry,23.2,0,uninfected
55039,WI,fond du lac county,43.7536,-88.4882,13,poultry,26.3,0,uninfected
55041,WI,forest county,45.6673,-88.7704,1,poultry,6.1,0,uninfected
55041,WI,forest county,45.6673,-88.7704,2,poultry,10.2,0,uninfected
55041,WI,forest county,45.6673,-88.7704,3,poultry,23.5,0,uninfected
55041,WI,forest county,45.6673,-88.7704,4,poultry,35.3,0,uninfected
55041,WI,forest county,45.6673,-88.7704,5,poultry,53.7,0,uninfected
55041,WI,forest county,45.6673,-88.7704,6,poultry,60.8,0,uninfected
55041,WI,forest county,45.6673,-88.7704,7,poultry,65.2,0,uninfected
55041,WI,forest county,45.6673,-88.7704,8,poultry,63.7,0,uninfected
55041,WI,forest county,45.6673,-88.7704,9,poultry,56.3,0,uninfected
55041,WI,forest county,45.6673,-88.7704,10,poultry,44,0,uninfected
55041,WI,forest county,45.6673,-88.7704,11,poultry,32.5,0,uninfected
55041,WI,forest county,45.6673,-88.7704,12,poultry,17.4,0,uninfected
55041,WI,forest county,45.6673,-88.7704,13,poultry,20.5,0,uninfected
55043,WI,grant county,42.8675,-90.7062,1,poultry,11.6,0,uninfected
55043,WI,grant county,42.8675,-90.7062,2,poultry,19.3,0,uninfected
55043,WI,grant county,42.8675,-90.7062,3,poultry,34.8,0,uninfected
55043,WI,grant county,42.8675,-90.7062,4,poultry,42.1,0,uninfected
55043,WI,grant county,42.8675,-90.7062,5,poultry,60.6,0,uninfected
55043,WI,grant county,42.8675,-90.7062,6,poultry,68.6,0,uninfected
55043,WI,grant county,42.8675,-90.7062,7,poultry,72.2,0,uninfected
55043,WI,grant county,42.8675,-90.7062,8,poultry,69.8,0,uninfected
55043,WI,grant county,42.8675,-90.7062,9,poultry,63,0,uninfected
55043,WI,grant county,42.8675,-90.7062,10,poultry,49.2,0,uninfected
55043,WI,grant county,42.8675,-90.7062,11,poultry,37.9,0,uninfected
55043,WI,grant county,42.8675,-90.7062,12,poultry,21.2,0,uninfected
55043,WI,grant county,42.8675,-90.7062,13,poultry,25.1,0,uninfected
55045,WI,green county,42.68,-89.6022,1,poultry,13.6,0,uninfected
55045,WI,green county,42.68,-89.6022,2,poultry,21.6,0,uninfected
55045,WI,green county,42.68,-89.6022,3,poultry,35.7,0,uninfected
55045,WI,green county,42.68,-89.6022,4,poultry,43.1,0,uninfected
55045,WI,green county,42.68,-89.6022,5,poultry,61.5,0,uninfected
55045,WI,green county,42.68,-89.6022,6,poultry,68.5,0,uninfected
55045,WI,green county,42.68,-89.6022,7,poultry,72.1,0,uninfected
55045,WI,green county,42.68,-89.6022,8,poultry,69.8,0,uninfected
55045,WI,green county,42.68,-89.6022,9,poultry,63.1,0,uninfected
55045,WI,green county,42.68,-89.6022,10,poultry,49.4,0,uninfected
55045,WI,green county,42.68,-89.6022,11,poultry,39.2,0,uninfected
55045,WI,green county,42.68,-89.6022,12,poultry,22.8,0,uninfected
55045,WI,green county,42.68,-89.6022,13,poultry,27.8,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,1,poultry,12.1,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,2,poultry,19.2,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,3,poultry,32.9,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,4,poultry,41.8,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,5,poultry,59.8,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,6,poultry,67.3,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,7,poultry,71.3,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,8,poultry,69.6,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,9,poultry,61.9,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,10,poultry,48.7,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,11,poultry,38,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,12,poultry,22.8,0,uninfected
55047,WI,green lake county,43.8004,-89.0448,13,poultry,26.2,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,1,poultry,12.3,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,2,poultry,20,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,3,poultry,34.1,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,4,poultry,42.5,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,5,poultry,60.6,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,6,poultry,67.8,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,7,poultry,71.8,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,8,poultry,69.3,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,9,poultry,62.6,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,10,poultry,49.2,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,11,poultry,38.6,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,12,poultry,21.1,0,uninfected
55049,WI,iowa county,43.0005,-90.1354,13,poultry,26,0,uninfected
55051,WI,iron county,46.2623,-90.242,1,poultry,4.5,0,uninfected
55051,WI,iron county,46.2623,-90.242,2,poultry,7.7,0,uninfected
55051,WI,iron county,46.2623,-90.242,3,poultry,22.7,0,uninfected
55051,WI,iron county,46.2623,-90.242,4,poultry,33.6,0,uninfected
55051,WI,iron county,46.2623,-90.242,5,poultry,52.4,0,uninfected
55051,WI,iron county,46.2623,-90.242,6,poultry,60.9,0,uninfected
55051,WI,iron county,46.2623,-90.242,7,poultry,64.9,0,uninfected
55051,WI,iron county,46.2623,-90.242,8,poultry,63.2,0,uninfected
55051,WI,iron county,46.2623,-90.242,9,poultry,56.3,0,uninfected
55051,WI,iron county,46.2623,-90.242,10,poultry,44.3,0,uninfected
55051,WI,iron county,46.2623,-90.242,11,poultry,30.7,0,uninfected
55051,WI,iron county,46.2623,-90.242,12,poultry,14.4,0,uninfected
55051,WI,iron county,46.2623,-90.242,13,poultry,19.2,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,1,poultry,8.3,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,2,poultry,14.8,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,3,poultry,31,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,4,poultry,40.5,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,5,poultry,58.8,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,6,poultry,66.8,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,7,poultry,70.5,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,8,poultry,68.8,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,9,poultry,61.7,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,10,poultry,48,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,11,poultry,35.8,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,12,poultry,18.4,0,uninfected
55053,WI,jackson county,44.3192,-90.8052,13,poultry,22.3,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,1,poultry,14.1,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,2,poultry,21.2,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,3,poultry,35,2750700,infected
55055,WI,jefferson county,43.0208,-88.7759,4,poultry,42.3,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,5,poultry,60.6,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,6,poultry,67.8,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,7,poultry,71.6,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,8,poultry,69.6,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,9,poultry,62.8,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,10,poultry,49.5,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,11,poultry,39.2,187900,infected
55055,WI,jefferson county,43.0208,-88.7759,12,poultry,24.2,0,uninfected
55055,WI,jefferson county,43.0208,-88.7759,13,poultry,27.9,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,1,poultry,9.9,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,2,poultry,16.8,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,3,poultry,31.6,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,4,poultry,40.6,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,5,poultry,58.7,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,6,poultry,66.4,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,7,poultry,70.4,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,8,poultry,68.4,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,9,poultry,61.3,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,10,poultry,47.8,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,11,poultry,36.8,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,12,poultry,20,0,uninfected
55057,WI,juneau county,43.9246,-90.1138,13,poultry,23.9,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,1,poultry,17.9,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,2,poultry,24.5,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,3,poultry,37.1,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,4,poultry,44.1,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,5,poultry,59.6,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,6,poultry,68.6,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,7,poultry,72.8,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,8,poultry,71.4,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,9,poultry,64.7,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,10,poultry,50.6,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,11,poultry,41.3,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,12,poultry,27.1,0,uninfected
55059,WI,kenosha county,42.5769,-88.0424,13,poultry,29.9,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,1,poultry,14.1,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,2,poultry,19.6,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,3,poultry,30.4,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,4,poultry,39.7,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,5,poultry,54.5,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,6,poultry,64.4,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,7,poultry,68.7,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,8,poultry,67.8,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,9,poultry,61,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,10,poultry,47.5,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,11,poultry,37.6,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,12,poultry,24.4,0,uninfected
55061,WI,kewaunee county,44.5161,-87.6153,13,poultry,26.8,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,1,poultry,10.1,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,2,poultry,16.2,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,3,poultry,32.5,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,4,poultry,41.1,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,5,poultry,59.2,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,6,poultry,68.3,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,7,poultry,71.6,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,8,poultry,69.6,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,9,poultry,62.6,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,10,poultry,48.6,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,11,poultry,35.8,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,12,poultry,18.4,0,uninfected
55063,WI,la crosse county,43.9066,-91.1152,13,poultry,22.4,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,1,poultry,12.1,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,2,poultry,20.8,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,3,poultry,35.4,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,4,poultry,42.5,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,5,poultry,61.7,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,6,poultry,68.3,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,7,poultry,72,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,8,poultry,69.7,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,9,poultry,62.9,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,10,poultry,48.6,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,11,poultry,38.7,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,12,poultry,21.1,0,uninfected
55065,WI,lafayette county,42.6605,-90.1317,13,poultry,26.5,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,1,poultry,6.4,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,2,poultry,11.6,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,3,poultry,25.2,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,4,poultry,36.2,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,5,poultry,54.7,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,6,poultry,62.4,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,7,poultry,66.4,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,8,poultry,64.4,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,9,poultry,57,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,10,poultry,44.6,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,11,poultry,32.6,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,12,poultry,17.1,0,uninfected
55067,WI,langlade county,45.2623,-89.0719,13,poultry,21.2,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,1,poultry,6.2,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,2,poultry,11,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,3,poultry,25.3,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,4,poultry,36.4,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,5,poultry,55.6,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,6,poultry,63.3,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,7,poultry,67.3,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,8,poultry,65.4,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,9,poultry,57.8,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,10,poultry,45.2,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,11,poultry,32.7,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,12,poultry,16.7,0,uninfected
55069,WI,lincoln county,45.3375,-89.7346,13,poultry,21,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,1,poultry,14.8,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,2,poultry,20.3,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,3,poultry,31.9,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,4,poultry,40.5,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,5,poultry,55.6,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,6,poultry,65,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,7,poultry,69.5,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,8,poultry,68.3,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,9,poultry,61.8,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,10,poultry,48.1,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,11,poultry,38.1,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,12,poultry,24.4,0,uninfected
55071,WI,manitowoc county,44.1199,-87.8097,13,poultry,27,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,1,poultry,8.1,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,2,poultry,13.6,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,3,poultry,28,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,4,poultry,38.2,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,5,poultry,57,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,6,poultry,64.9,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,7,poultry,68.6,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,8,poultry,66.8,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,9,poultry,59.4,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,10,poultry,46.2,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,11,poultry,34.1,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,12,poultry,18,0,uninfected
55073,WI,marathon county,44.8983,-89.7591,13,poultry,21.8,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,1,poultry,9.8,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,2,poultry,14.5,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,3,poultry,27.4,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,4,poultry,37.7,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,5,poultry,55.1,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,6,poultry,63.6,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,7,poultry,67.8,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,8,poultry,66.2,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,9,poultry,59,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,10,poultry,45.9,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,11,poultry,35.7,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,12,poultry,21.2,0,uninfected
55075,WI,marinette county,45.3833,-88.0337,13,poultry,23.8,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,1,poultry,11.9,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,2,poultry,18.9,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,3,poultry,32.8,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,4,poultry,41.7,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,5,poultry,59.8,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,6,poultry,67.2,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,7,poultry,71.2,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,8,poultry,69.3,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,9,poultry,61.8,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,10,poultry,48.6,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,11,poultry,38.1,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,12,poultry,22.4,0,uninfected
55077,WI,marquette county,43.8196,-89.3987,13,poultry,26.1,0,uninfected
55078,WI,menominee county,45.0044,-88.71,1,poultry,9.1,0,uninfected
55078,WI,menominee county,45.0044,-88.71,2,poultry,15.8,0,uninfected
55078,WI,menominee county,45.0044,-88.71,3,poultry,28.4,0,uninfected
55078,WI,menominee county,45.0044,-88.71,4,poultry,38.8,0,uninfected
55078,WI,menominee county,45.0044,-88.71,5,poultry,56.3,0,uninfected
55078,WI,menominee county,45.0044,-88.71,6,poultry,64.2,0,uninfected
55078,WI,menominee county,45.0044,-88.71,7,poultry,67.8,0,uninfected
55078,WI,menominee county,45.0044,-88.71,8,poultry,65.8,0,uninfected
55078,WI,menominee county,45.0044,-88.71,9,poultry,58.8,0,uninfected
55078,WI,menominee county,45.0044,-88.71,10,poultry,45.8,0,uninfected
55078,WI,menominee county,45.0044,-88.71,11,poultry,35.1,0,uninfected
55078,WI,menominee county,45.0044,-88.71,12,poultry,19.6,0,uninfected
55078,WI,menominee county,45.0044,-88.71,13,poultry,23.6,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,1,poultry,18.3,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,2,poultry,24.5,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,3,poultry,36.1,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,4,poultry,42.8,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,5,poultry,58.7,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,6,poultry,68.4,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,7,poultry,72.6,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,8,poultry,71.2,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,9,poultry,64.5,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,10,poultry,50.6,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,11,poultry,41.4,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,12,poultry,26.9,0,uninfected
55079,WI,milwaukee county,43.0072,-87.9669,13,poultry,30.4,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,1,poultry,8.5,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,2,poultry,15.1,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,3,poultry,30.8,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,4,poultry,40,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,5,poultry,58.1,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,6,poultry,66.3,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,7,poultry,70.2,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,8,poultry,68.2,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,9,poultry,61.2,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,10,poultry,47.4,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,11,poultry,35.4,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,12,poultry,18.2,0,uninfected
55081,WI,monroe county,43.9457,-90.6178,13,poultry,22.3,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,1,poultry,10.2,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,2,poultry,16.2,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,3,poultry,29,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,4,poultry,38.7,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,5,poultry,56,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,6,poultry,64.4,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,7,poultry,68.1,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,8,poultry,66.4,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,9,poultry,59.3,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,10,poultry,46.2,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,11,poultry,36,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,12,poultry,21.6,0,uninfected
55083,WI,oconto county,45.0263,-88.2697,13,poultry,24.6,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,1,poultry,5.5,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,2,poultry,9.6,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,3,poultry,23.4,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,4,poultry,34.9,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,5,poultry,54.2,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,6,poultry,61.2,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,7,poultry,65.3,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,8,poultry,63.9,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,9,poultry,56.2,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,10,poultry,44.3,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,11,poultry,31.8,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,12,poultry,16.1,0,uninfected
55085,WI,oneida county,45.7056,-89.5218,13,poultry,20.2,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,1,poultry,12.7,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,2,poultry,19.3,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,3,poultry,31.6,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,4,poultry,40.7,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,5,poultry,58.4,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,6,poultry,66.8,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,7,poultry,70.1,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,8,poultry,68.7,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,9,poultry,61.6,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,10,poultry,48.5,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,11,poultry,37.9,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,12,poultry,23.1,0,uninfected
55087,WI,outagamie county,44.4161,-88.4649,13,poultry,26.2,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,1,poultry,15.8,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,2,poultry,22.3,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,3,poultry,34.1,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,4,poultry,40.8,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,5,poultry,57,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,6,poultry,66.5,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,7,poultry,71.2,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,8,poultry,69.2,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,9,poultry,62.9,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,10,poultry,48.8,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,11,poultry,39.9,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,12,poultry,25.4,0,uninfected
55089,WI,ozaukee county,43.384,-87.951,13,poultry,29.5,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,1,poultry,8,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,2,poultry,13.8,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,3,poultry,30.8,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,4,poultry,39.8,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,5,poultry,58.6,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,6,poultry,68.3,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,7,poultry,72.2,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,8,poultry,69.3,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,9,poultry,62.6,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,10,poultry,48.7,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,11,poultry,35.1,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,12,poultry,17.5,0,uninfected
55091,WI,pepin county,44.5829,-92.0015,13,poultry,21.6,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,1,poultry,7.7,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,2,poultry,12.4,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,3,poultry,29.7,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,4,poultry,39,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,5,poultry,58.2,0,uninfected
